ResultIdentifier,ActivityIdentifier,DataLoggerLineName,SampleDateTime,DetectionConditionName,CharacteristicName,SampleFractionTypeName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,StatisticalBaseCode,ResultValueTypeName,WeightBasisName,TimeBasisName,TempBasisName,ParticleSizeBasisText,ResultCommentText,BiologicalIntentName,BiologicalIndividualIdentifier,TaxonName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GrpSumCntWeightMeasureValue,GrpSumCntWeightMeasureUnitCode,AnalyticalMethodIdentifier,AnalyticalMethodContext,LaboratoryName,DetectQuantLimitTypeName,DetectQuantLimitMeasureValue,DetectQuantLimitMeasUnitCode,LastChangeDate,MethodSpeciationCode,OrganizationIdentifier,DepthHeightMeasureValue,DepthHeightMeasureUnitCode,FrequencyClassDescriptorCode,FrequencyClassDescrUnitCode,FrequencyClassLowerBoundValue,FrequencyClassUpperBoundValue,FunctionalFeedingGroupName,ResultMeasureQualifierCode,SamplingPointName,TaxonCellFormCode,TaxonCellShapeCode,TaxonHabitCode,TaxonPollutionTolerance,TaxonPollutionToleranceScale,TaxonVoltinismCode,TrophicLevelName,SubmitData
1063514,ALDER-2010-03-18-F,NULL,NULL,NULL,"Temperature, water",NULL,6.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063518,ALDER-2010-04-22-F,NULL,NULL,NULL,"Temperature, water",NULL,8.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063522,ALDER-2010-05-20-F,NULL,NULL,NULL,"Temperature, water",NULL,8.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063526,ALDER-2010-06-22-F,NULL,NULL,NULL,"Temperature, water",NULL,10.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063530,ALDER-2010-07-22-F,NULL,NULL,NULL,"Temperature, water",NULL,11.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063534,ALDER-2010-08-26-F,NULL,NULL,NULL,"Temperature, water",NULL,12.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063538,ALDER-2010-09-20-F,NULL,NULL,NULL,"Temperature, water",NULL,11.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063542,ALDER-2010-10-21-F,NULL,NULL,NULL,"Temperature, water",NULL,9.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063546,ALDER-2010-11-18-F,NULL,NULL,NULL,"Temperature, water",NULL,7.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063550,ALDER-2010-12-22-F,NULL,NULL,NULL,"Temperature, water",NULL,6.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063554,ALDER-2011-01-19-F,NULL,NULL,NULL,"Temperature, water",NULL,5.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063558,ALDER-2011-02-22-F,NULL,NULL,NULL,"Temperature, water",NULL,4.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063562,ALDER-2011-03-23-F,NULL,NULL,NULL,"Temperature, water",NULL,5.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063566,ALDER-2011-04-20-F,NULL,NULL,NULL,"Temperature, water",NULL,5.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063570,ALDER-2011-05-19-F,NULL,NULL,NULL,"Temperature, water",NULL,8.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063574,ALDER-2011-06-20-F,NULL,NULL,NULL,"Temperature, water",NULL,10,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063578,ALDER-2011-07-21-F,NULL,NULL,NULL,"Temperature, water",NULL,10.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063582,ALDER-2011-08-22-F,NULL,NULL,NULL,"Temperature, water",NULL,12.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063586,ALDER-2011-09-21-F,NULL,NULL,NULL,"Temperature, water",NULL,12,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063590,ALDER-2011-10-24-F,NULL,NULL,NULL,"Temperature, water",NULL,9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063594,ALDER-2011-11-21-F,NULL,NULL,NULL,"Temperature, water",NULL,6.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063598,ALDER-2011-12-21-F,NULL,NULL,NULL,"Temperature, water",NULL,5.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063602,ALDER-2012-01-23-F,NULL,NULL,NULL,"Temperature, water",NULL,5.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063606,ALDER-2012-02-22-F,NULL,NULL,NULL,"Temperature, water",NULL,6.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063610,ALDER-2012-03-21-F,NULL,NULL,NULL,"Temperature, water",NULL,5.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063614,ALDER-2012-04-19-F,NULL,NULL,NULL,"Temperature, water",NULL,7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063618,ALDER-2012-05-22-F,NULL,NULL,NULL,"Temperature, water",NULL,8.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063622,ALDER-2012-06-20-F,NULL,NULL,NULL,"Temperature, water",NULL,9.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063626,ALDER-2012-07-19-F,NULL,NULL,NULL,"Temperature, water",NULL,12.2,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063630,ALDER-2012-08-20-F,NULL,NULL,NULL,"Temperature, water",NULL,12.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063634,ALDER-2012-09-21-F,NULL,NULL,NULL,"Temperature, water",NULL,11.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063638,ALDER-2012-10-22-F,NULL,NULL,NULL,"Temperature, water",NULL,8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063642,ALDER-2012-11-19-F,NULL,NULL,NULL,"Temperature, water",NULL,8.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063646,ALDER-2012-12-20-F,NULL,NULL,NULL,"Temperature, water",NULL,5.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063650,ALDER-2013-01-23-F,NULL,NULL,NULL,"Temperature, water",NULL,6.2,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063654,ALDER-2013-02-21-F,NULL,NULL,NULL,"Temperature, water",NULL,4.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063658,ALDER-2013-03-21-F,NULL,NULL,NULL,"Temperature, water",NULL,5.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063662,ALDER-2013-04-22-F,NULL,NULL,NULL,"Temperature, water",NULL,7.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063666,ALDER-2013-05-21-F,NULL,NULL,NULL,"Temperature, water",NULL,8.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063670,ALDER-2013-06-20-F,NULL,NULL,NULL,"Temperature, water",NULL,10,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063674,ALDER-2013-07-22-F,NULL,NULL,NULL,"Temperature, water",NULL,12.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063678,ALDER-2013-08-19-F,NULL,NULL,NULL,"Temperature, water",NULL,13,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063682,ALDER-2013-09-19-F,NULL,NULL,NULL,"Temperature, water",NULL,13.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063686,ALDER-2013-10-21-F,NULL,NULL,NULL,"Temperature, water",NULL,10.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063690,ALDER-2013-11-20-F,NULL,NULL,NULL,"Temperature, water",NULL,6.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063694,ALDER-2013-12-18-F,NULL,NULL,NULL,"Temperature, water",NULL,6.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063698,ALDER-2014-01-22-F,NULL,NULL,NULL,"Temperature, water",NULL,7.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063702,ALDER-2014-02-20-F,NULL,NULL,NULL,"Temperature, water",NULL,6.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063706,ALDER-2014-03-19-F,NULL,NULL,NULL,"Temperature, water",NULL,7.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063710,ALDER-2014-04-23-F,NULL,NULL,NULL,"Temperature, water",NULL,8.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063714,ALDER-2014-05-22-F,NULL,NULL,NULL,"Temperature, water",NULL,11.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063718,ALDER-2014-06-26-F,NULL,NULL,NULL,"Temperature, water",NULL,11.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063722,ALDER-2014-07-22-F,NULL,NULL,NULL,"Temperature, water",NULL,12.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063726,ALDER-2014-08-25-F,NULL,NULL,NULL,"Temperature, water",NULL,14.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063730,ALDER-2014-09-23-F,NULL,NULL,NULL,"Temperature, water",NULL,13,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063734,ALDER-2014-10-30-F,NULL,NULL,NULL,"Temperature, water",NULL,10.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063738,ALDER-2014-11-18-F,NULL,NULL,NULL,"Temperature, water",NULL,9.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063742,ALDER-2014-12-23-F,NULL,NULL,NULL,"Temperature, water",NULL,8.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063746,ALDER-2015-01-21-F,NULL,NULL,NULL,"Temperature, water",NULL,7.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1063750,ALDER-2015-03-03-F,NULL,NULL,NULL,"Temperature, water",NULL,7.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
